qkey,lang,device_type,gender,agecat,racethnmod,racecmb,hisp,educcat,inc,inc_tier2,marital,relig,religcat1,attendper,cregion,usr_selfid,party,partysum,ideo,tipview,tip1,tip2,tipsugg,tipauto,tipexpect,tipself,tipfreq_rest_serv,tipfreq_rest_noserv,tipfreq_delvry,tipfreq_coffee,tipfreq_bar,tipfreq_taxi,tipfreq_hairct,tipfactor1_qual,tipfactor1_socpre,tipfactor1_wrkearn,tipfactor1_cost,tipfactor2_qual,tipfactor2_socpre,tipfactor2_wrkearn,tipfactor2_cost,tipamount,tipshare,sportsfan,sportsnum,talksports,ussport,sportsatt,whysports_comm,whysports_team,whysports_player,whysports_entertain,whysports_bet,whysports_family,whynotsports_othint,whynotsports_boring,whynotsports_compete,whynotsports_violent,whynotsports_political,whynotsports_money
201901060067,1,2,Female,18-29,Hispanic,White,Yes,College graduate+,"$100,000 or more",Upper income,Living with a partner,Roman Catholic,Catholic,Seldom,Northeast,Urban,Independent,Dem/Lean Dem,Very liberal,1,,2.0,2,6,1,2,1,3,1,1,1,1,1,,,,,2.0,3.0,3.0,3.0,4,1,5,1,2,1,3,,,,,,,1.0,2.0,3.0,2.0,3.0,2.0
201901060093,2,2,Female,30-49,Hispanic,White,Yes,College graduate+,"$30,000–$39,999",Lower income,Married,Roman Catholic,Catholic,Once or twice a month,South,Urban,Independent,Rep/Lean Rep,Moderate,3,2.0,,3,4,3,2,1,5,1,5,3,5,1,1.0,1.0,1.0,2.0,,,,,2,1,2,3,3,7,1,3.0,3.0,3.0,1.0,3.0,1.0,,,,,,
201901060152,2,1,Female,30-49,Hispanic,White,Yes,College graduate+,"$70,000–$79,999",Middle income,Married,Roman Catholic,Catholic,Once or twice a month,South,Urban,Independent,Dem/Lean Dem,Moderate,2,4.0,,3,5,3,1,1,4,3,5,4,4,2,1.0,1.0,2.0,1.0,,,,,1,1,5,5,6,5,3,,,,,,,1.0,3.0,2.0,2.0,3.0,3.0
201901060238,2,2,Female,30-49,Hispanic,White,Yes,College graduate+,"Less than $30,000",Lower income,Divorced,Roman Catholic,Catholic,Seldom,South,Urban,Independent,Dem/Lean Dem,Moderate,3,2.0,,3,4,3,1,1,3,2,2,2,2,2,1.0,2.0,3.0,2.0,,,,,2,2,2,3,1,2,2,99.0,99.0,1.0,99.0,99.0,99.0,,,,,,
201901060277,2,2,Female,50-64,Hispanic,Mixed Race,Yes,Some College,"Less than $30,000",Lower income,Never been married,Roman Catholic,Catholic,Never,South,Urban,99,Dem/Lean Dem,Moderate,3,2.0,,5,5,1,1,1,5,1,1,99,3,1,1.0,3.0,3.0,3.0,,,,,2,2,3,2,3,2,2,3.0,1.0,2.0,1.0,3.0,3.0,,,,,,
201901060612,2,2,Female,65+,Hispanic,White,Yes,H.S. graduate or less,"Less than $30,000",Lower income,Widowed,Roman Catholic,Catholic,Once a week,South,99,Independent,Rep/Lean Rep,Moderate,2,,3.0,3,3,3,2,1,3,6,3,6,4,2,,,,,1.0,3.0,3.0,3.0,2,2,5,2,6,1,3,,,,,,,1.0,3.0,3.0,3.0,3.0,3.0
201901060660,2,2,Female,50-64,Hispanic,White,Yes,Some College,"$70,000–$79,999",Middle income,Married,Roman Catholic,Catholic,Once or twice a month,South,Urban,Something else,Rep/Lean Rep,Moderate,3,,2.0,4,4,1,1,1,5,6,5,1,6,1,,,,,1.0,3.0,2.0,3.0,3,1,5,5,6,1,3,,,,,,,1.0,3.0,3.0,3.0,3.0,3.0
201901060741,2,2,Male,30-49,Hispanic,White,Yes,H.S. graduate or less,"$70,000–$79,999",Middle income,Married,Roman Catholic,Catholic,Seldom,West,Suburban,99,Rep/Lean Rep,Moderate,3,,3.0,4,5,1,1,3,3,4,3,5,4,6,,,,,1.0,99.0,3.0,2.0,2,2,2,4,3,2,1,3.0,2.0,2.0,1.0,3.0,2.0,,,,,,
201901060815,2,2,Male,65+,Hispanic,White,Yes,College graduate+,"$30,000–$39,999",Middle income,Divorced,Protestant,Protestant,Once a week,South,Urban,Republican,Rep/Lean Rep,Conservative,1,2.0,,3,2,2,1,1,5,1,3,3,2,2,1.0,2.0,1.0,1.0,,,,,2,2,2,4,1,5,1,2.0,1.0,2.0,1.0,2.0,2.0,,,,,,
201901060818,2,2,Male,65+,Hispanic,White,Yes,99,"Less than $30,000",Lower income,Married,Protestant,Protestant,Never,South,Urban,Independent,No lean,Moderate,2,4.0,,5,5,1,2,1,5,6,5,5,5,6,1.0,3.0,3.0,3.0,,,,,1,3,5,5,6,2,1,,,,,,,1.0,3.0,3.0,3.0,3.0,3.0
201901060927,1,2,Female,50-64,Hispanic,White,Yes,College graduate+,"$70,000–$79,999",Middle income,Married,Nothing in particular,Unaffiliated,Never,South,Suburban,Independent,Dem/Lean Dem,Very liberal,1,,2.0,3,5,1,2,1,3,6,4,1,1,1,,,,,1.0,1.0,2.0,1.0,2,3,3,1,4,3,3,2.0,3.0,3.0,1.0,2.0,3.0,,,,,,
201901060942,2,2,Male,50-64,Hispanic,Or some other race,Yes,H.S. graduate or less,"Less than $30,000",Lower income,Divorced,Nothing in particular,Unaffiliated,Never,South,Urban,Republican,Rep/Lean Rep,Conservative,1,,2.0,1,6,3,1,1,3,2,2,6,2,1,,,,,1.0,2.0,3.0,3.0,4,1,1,4,4,1,2,2.0,3.0,1.0,3.0,1.0,3.0,,,,,,
201901061134,2,2,Female,30-49,Hispanic,Mixed Race,Yes,Some College,"$40,000–$49,999",Lower income,Married,Roman Catholic,Catholic,Seldom,South,Urban,Independent,No lean,Moderate,1,,2.0,4,4,1,1,2,3,6,3,6,6,6,,,,,1.0,3.0,3.0,3.0,2,3,5,1,3,1,3,,,,,,,2.0,3.0,2.0,3.0,3.0,3.0
201901061137,2,2,Male,30-49,Hispanic,Or some other race,Yes,College graduate+,"$100,000 or more",Upper income,Living with a partner,Agnostic,Unaffiliated,Never,Northeast,Suburban,Independent,Dem/Lean Dem,Liberal,2,3.0,,2,5,1,1,1,4,1,3,1,1,1,1.0,3.0,3.0,3.0,,,,,2,3,1,4,1,3,3,2.0,1.0,2.0,1.0,2.0,2.0,,,,,,
201901061151,1,2,Female,30-49,Hispanic,White,Yes,College graduate+,"Less than $30,000",Lower income,Divorced,Roman Catholic,Catholic,Seldom,South,Urban,Independent,Dem/Lean Dem,Moderate,1,,3.0,3,4,1,1,2,4,1,1,2,2,2,,,,,1.0,2.0,1.0,2.0,1,1,4,99,3,5,1,,,,,,,1.0,3.0,3.0,3.0,3.0,3.0
201901061445,2,2,Male,30-49,Hispanic,White,Yes,College graduate+,"$30,000–$39,999",Lower income,Living with a partner,Roman Catholic,Catholic,A few times a year,South,Urban,Independent,Rep/Lean Rep,Very liberal,3,1.0,,1,5,3,1,1,5,1,5,3,4,5,1.0,3.0,1.0,2.0,,,,,3,1,3,2,2,2,3,3.0,1.0,1.0,1.0,3.0,1.0,,,,,,
201901061477,2,2,Female,50-64,Hispanic,Or some other race,Yes,Some College,"$100,000 or more",Upper income,Married,Roman Catholic,Catholic,Once a week,South,Urban,Independent,No lean,Moderate,3,,2.0,3,5,3,2,2,3,2,2,2,2,1,,,,,1.0,3.0,1.0,1.0,3,1,3,1,3,5,3,2.0,1.0,2.0,1.0,3.0,1.0,,,,,,
201901061665,1,2,Female,30-49,Hispanic,Black or African-American,Yes,H.S. graduate or less,"$30,000–$39,999",Lower income,Separated,Protestant,Protestant,More than once a week,South,Urban,Independent,Dem/Lean Dem,Conservative,2,,1.0,2,3,1,1,1,6,1,6,6,1,1,,,,,1.0,3.0,1.0,3.0,2,1,4,2,5,3,3,,,,,,,1.0,2.0,3.0,2.0,3.0,3.0
201901061849,1,2,Male,18-29,Hispanic,White,Yes,College graduate+,"$30,000–$39,999",Lower income,Never been married,Nothing in particular,Unaffiliated,Never,South,Suburban,Independent,Dem/Lean Dem,Moderate,1,3.0,,6,5,1,1,1,5,1,5,5,6,5,1.0,3.0,1.0,1.0,,,,,2,1,5,5,6,3,3,,,,,,,1.0,1.0,3.0,3.0,3.0,3.0
201901061929,2,1,Male,65+,Hispanic,White,Yes,College graduate+,"$50,000–$59,999",Middle income,Married,Roman Catholic,Catholic,Once or twice a month,South,Urban,Independent,No lean,Liberal,3,2.0,,5,5,1,2,1,5,1,5,5,5,1,1.0,3.0,1.0,3.0,,,,,2,2,2,3,2,1,3,3.0,3.0,3.0,1.0,3.0,2.0,,,,,,
201901062032,1,2,Other,18-29,Hispanic,99,Yes,College graduate+,99,99,Never been married,Agnostic,Unaffiliated,Never,South,Suburban,Something else,No lean,99,2,,4.0,6,5,3,2,1,6,6,6,6,6,6,,,,,1.0,1.0,1.0,1.0,2,1,5,5,6,3,1,,,,,,,1.0,1.0,3.0,3.0,3.0,2.0
201901062086,2,1,Female,50-64,Hispanic,White,Yes,Some College,"$50,000–$59,999",Lower income,Married,Roman Catholic,Catholic,A few times a year,South,Urban,99,No lean,Moderate,1,,2.0,2,2,1,2,1,1,1,1,2,1,1,,,,,1.0,3.0,1.0,3.0,6,3,4,1,3,1,3,,,,,,,3.0,3.0,3.0,1.0,3.0,3.0
201901062127,1,2,Female,30-49,Hispanic,99,Yes,H.S. graduate or less,"Less than $30,000",Lower income,Married,Protestant,Protestant,More than once a week,West,Urban,Democrat,Dem/Lean Dem,Very conservative,3,3.0,,3,5,1,1,2,5,3,4,3,4,3,1.0,2.0,1.0,1.0,,,,,1,1,4,5,6,6,1,,,,,,,1.0,1.0,1.0,3.0,1.0,2.0
201901062163,2,2,Female,30-49,Hispanic,Or some other race,Yes,College graduate+,"$50,000–$59,999",Middle income,Never been married,Nothing in particular,Unaffiliated,Seldom,South,Suburban,Independent,Dem/Lean Dem,Liberal,3,4.0,,2,4,1,2,1,1,3,4,1,2,1,1.0,1.0,2.0,1.0,,,,,3,1,4,2,5,3,3,,,,,,,2.0,3.0,3.0,3.0,3.0,3.0
201901062221,1,2,Female,30-49,Hispanic,White,Yes,College graduate+,"$30,000–$39,999",Lower income,Living with a partner,Roman Catholic,Catholic,A few times a year,South,Suburban,Republican,Rep/Lean Rep,Very conservative,2,3.0,,5,5,1,2,1,5,6,5,5,5,4,1.0,3.0,2.0,3.0,,,,,1,1,3,1,4,2,1,3.0,1.0,1.0,1.0,3.0,3.0,,,,,,
201901062237,2,2,Female,18-29,Hispanic,White,Yes,College graduate+,"$100,000 or more",99,Married,Roman Catholic,Catholic,Once or twice a month,South,Urban,Independent,Dem/Lean Dem,Moderate,3,,2.0,3,5,1,1,1,3,1,5,4,2,5,,,,,1.0,3.0,3.0,2.0,2,1,5,5,5,3,1,,,,,,,1.0,2.0,3.0,3.0,3.0,3.0
201901062359,1,2,Female,30-49,Hispanic,White,Yes,College graduate+,"$60,000–$69,999",Lower income,Never been married,Roman Catholic,Catholic,Never,South,Urban,Something else,Rep/Lean Rep,Very conservative,2,3.0,,3,5,1,2,1,5,1,4,6,6,1,1.0,2.0,1.0,2.0,,,,,3,1,5,5,6,1,1,,,,,,,2.0,2.0,3.0,3.0,3.0,3.0
201901062516,2,2,Female,50-64,Hispanic,White,Yes,College graduate+,"$80,000–$89,999",Middle income,Married,Roman Catholic,Catholic,Once or twice a month,South,Urban,Republican,Rep/Lean Rep,Conservative,3,2.0,,1,2,2,2,1,5,1,5,2,5,1,1.0,2.0,1.0,2.0,,,,,3,1,3,3,3,2,3,1.0,1.0,3.0,1.0,3.0,1.0,,,,,,
201901062637,2,2,Male,30-49,Hispanic,White,Yes,College graduate+,"$40,000–$49,999",Lower income,Married,Nothing in particular,Unaffiliated,Seldom,South,Urban,Democrat,Dem/Lean Dem,Conservative,1,,3.0,5,5,1,1,2,4,3,2,5,4,2,,,,,1.0,3.0,3.0,2.0,1,1,5,5,6,3,1,,,,,,,3.0,3.0,2.0,1.0,1.0,2.0
201901062639,2,2,Female,30-49,Hispanic,White,Yes,Some College,"$70,000–$79,999",Middle income,Widowed,Roman Catholic,Catholic,Seldom,South,Urban,Independent,Rep/Lean Rep,Moderate,1,1.0,,1,1,3,2,1,3,2,1,1,1,1,1.0,3.0,1.0,3.0,,,,,5,1,4,4,5,3,2,,,,,,,3.0,3.0,3.0,3.0,3.0,2.0
201901062784,2,2,Female,50-64,Hispanic,White,Yes,Some College,"Less than $30,000",99,Married,Roman Catholic,Catholic,Once a week,West,Suburban,Something else,Dem/Lean Dem,Moderate,3,,4.0,4,5,1,2,1,5,6,6,6,6,4,,,,,1.0,1.0,2.0,1.0,1,1,3,4,5,1,1,3.0,1.0,1.0,1.0,3.0,1.0,,,,,,
201901062785,1,2,Male,30-49,Hispanic,White,Yes,H.S. graduate or less,"Less than $30,000",Lower income,Divorced,Other,Other,Never,South,Urban,Independent,Rep/Lean Rep,Moderate,3,,3.0,3,5,1,1,2,5,3,3,2,3,3,,,,,1.0,2.0,1.0,1.0,2,1,5,5,6,1,1,,,,,,,1.0,1.0,3.0,3.0,1.0,1.0
201901063121,2,2,Other,30-49,Hispanic,White,Yes,H.S. graduate or less,"Less than $30,000",Lower income,Separated,Roman Catholic,Catholic,Seldom,West,Suburban,Something else,Dem/Lean Dem,Conservative,3,,2.0,6,6,2,2,2,5,4,4,5,4,4,,,,,2.0,3.0,2.0,3.0,7,2,5,5,6,5,3,,,,,,,2.0,2.0,2.0,2.0,3.0,3.0
201901063447,1,3,Male,65+,Black non-Hispanic,Black or African-American,No,H.S. graduate or less,"Less than $30,000",99,Widowed,Protestant,Protestant,Seldom,South,Urban,Democrat,Dem/Lean Dem,Moderate,2,,4.0,4,4,3,1,2,3,3,4,6,2,2,,,,,1.0,3.0,3.0,3.0,1,1,3,3,3,3,3,2.0,1.0,2.0,3.0,3.0,2.0,,,,,,
201901063539,2,2,Male,65+,Hispanic,White,Yes,College graduate+,"$30,000–$39,999",Lower income,Married,Roman Catholic,Catholic,More than once a week,South,Urban,Democrat,Dem/Lean Dem,Moderate,3,,2.0,4,4,2,1,1,3,1,3,2,2,2,,,,,1.0,2.0,2.0,2.0,2,3,1,4,1,3,3,3.0,1.0,2.0,1.0,3.0,3.0,,,,,,
201901063670,1,2,Female,30-49,Hispanic,Or some other race,Yes,College graduate+,"$100,000 or more",Upper income,Widowed,Protestant,Protestant,Once or twice a month,West,Suburban,Republican,Rep/Lean Rep,Very conservative,2,,1.0,1,3,1,2,1,1,1,1,1,1,1,,,,,1.0,3.0,3.0,3.0,4,1,5,5,6,2,1,,,,,,,1.0,2.0,3.0,3.0,3.0,3.0
201901063674,2,2,Female,50-64,Hispanic,White,Yes,Some College,"$40,000–$49,999",Middle income,Married,Roman Catholic,Catholic,Once a week,South,Urban,Republican,Rep/Lean Rep,Conservative,2,,3.0,5,5,1,2,2,2,2,6,6,6,2,,,,,1.0,1.0,3.0,3.0,3,1,4,1,3,3,3,,,,,,,3.0,3.0,3.0,99.0,3.0,99.0
201901063916,1,2,Female,65+,Hispanic,White,Yes,Some College,"Less than $30,000",Lower income,Widowed,Roman Catholic,Catholic,Once a week,South,Suburban,Republican,Rep/Lean Rep,Very conservative,2,3.0,,4,5,1,2,1,4,6,6,1,6,1,1.0,1.0,1.0,1.0,,,,,2,2,5,5,6,2,1,,,,,,,1.0,1.0,3.0,2.0,3.0,1.0
201901063934,1,2,Male,50-64,Hispanic,White,Yes,Some College,"$30,000–$39,999",Lower income,Married,Protestant,Protestant,A few times a year,South,Urban,Independent,Dem/Lean Dem,Very conservative,1,,3.0,5,5,1,2,1,5,1,2,2,3,1,,,,,1.0,1.0,3.0,1.0,2,1,4,4,5,5,1,,,,,,,3.0,3.0,1.0,3.0,3.0,3.0
201901063937,2,1,Male,65+,Hispanic,White,Yes,99,"Less than $30,000",Lower income,Married,Roman Catholic,Catholic,A few times a year,South,Urban,Republican,Rep/Lean Rep,Conservative,2,,3.0,6,4,3,2,1,1,6,99,6,6,6,,,,,1.0,3.0,1.0,1.0,2,3,5,5,6,1,3,,,,,,,3.0,2.0,99.0,1.0,3.0,3.0
201901064141,1,2,Female,65+,Hispanic,Or some other race,Yes,H.S. graduate or less,"Less than $30,000",Lower income,Divorced,Roman Catholic,Catholic,Once or twice a month,West,Urban,Democrat,Dem/Lean Dem,Moderate,1,1.0,,3,3,3,2,1,3,1,6,6,6,6,2.0,3.0,3.0,3.0,,,,,1,1,5,5,6,2,3,,,,,,,2.0,3.0,3.0,3.0,3.0,3.0
201901064232,2,2,Female,30-49,Hispanic,Or some other race,Yes,College graduate+,"Less than $30,000",Lower income,Separated,Roman Catholic,Catholic,A few times a year,South,Suburban,Something else,Dem/Lean Dem,Conservative,1,4.0,,1,99,2,1,3,2,3,1,2,4,3,2.0,3.0,1.0,1.0,,,,,3,99,3,3,2,99,2,2.0,1.0,2.0,1.0,3.0,2.0,,,,,,
201901064362,1,2,Male,50-64,Hispanic,White,Yes,College graduate+,"$100,000 or more",Upper income,Married,Roman Catholic,Catholic,Seldom,South,Urban,Republican,Rep/Lean Rep,Very conservative,2,4.0,,5,5,1,2,1,5,1,2,2,2,1,2.0,1.0,3.0,1.0,,,,,2,3,5,5,6,2,1,,,,,,,1.0,1.0,1.0,3.0,3.0,3.0
201901064524,2,2,Female,50-64,Hispanic,Or some other race,Yes,H.S. graduate or less,"$50,000–$59,999",Middle income,Married,Roman Catholic,Catholic,A few times a year,Northeast,Rural,Democrat,Dem/Lean Dem,Liberal,3,,1.0,1,1,3,2,1,4,1,1,1,5,1,,,,,1.0,3.0,3.0,3.0,3,3,3,2,5,3,1,3.0,2.0,3.0,1.0,3.0,1.0,,,,,,
201901064588,2,2,Female,30-49,Hispanic,Or some other race,Yes,College graduate+,"$50,000–$59,999",Lower income,Married,Protestant,Protestant,More than once a week,Northeast,Urban,Republican,Rep/Lean Rep,Conservative,1,3.0,,2,2,3,2,1,4,1,4,6,4,1,2.0,3.0,1.0,3.0,,,,,2,2,5,5,6,3,1,,,,,,,1.0,3.0,3.0,2.0,3.0,3.0
201901064636,1,1,Male,50-64,Hispanic,White,Yes,Some College,"$100,000 or more",Upper income,Married,Protestant,Protestant,More than once a week,South,Suburban,Republican,Rep/Lean Rep,Conservative,1,,1.0,2,5,1,2,1,5,1,4,2,3,1,,,,,1.0,3.0,2.0,2.0,2,3,2,3,2,3,3,3.0,1.0,1.0,2.0,3.0,3.0,,,,,,
201901064788,2,1,Male,18-29,Hispanic,99,Yes,H.S. graduate or less,"Less than $30,000",Lower income,Married,Agnostic,Unaffiliated,Never,South,Urban,Something else,Dem/Lean Dem,Very liberal,2,1.0,,1,1,3,1,1,2,1,2,2,2,6,1.0,3.0,3.0,2.0,,,,,2,1,5,5,6,3,3,,,,,,,1.0,2.0,3.0,2.0,3.0,3.0
201901064791,1,1,Female,30-49,Hispanic,Or some other race,Yes,Some College,"$40,000–$49,999",Lower income,Living with a partner,Protestant,Protestant,Seldom,South,Suburban,Republican,Rep/Lean Rep,Moderate,3,2.0,,2,3,3,2,2,5,2,3,3,3,2,1.0,3.0,1.0,3.0,,,,,1,1,4,2,6,1,3,,,,,,,3.0,3.0,3.0,3.0,3.0,3.0
201901064864,2,2,Female,50-64,Hispanic,White,Yes,H.S. graduate or less,"Less than $30,000",Lower income,Never been married,Nothing in particular,Unaffiliated,Seldom,Northeast,Urban,Democrat,Dem/Lean Dem,Moderate,1,,2.0,6,6,1,1,2,4,2,2,2,2,2,,,,,2.0,2.0,2.0,2.0,2,3,3,2,3,1,3,2.0,1.0,1.0,1.0,3.0,1.0,,,,,,
201901064914,2,2,Female,50-64,Hispanic,White,Yes,Some College,"$40,000–$49,999",Middle income,Married,Roman Catholic,Catholic,Seldom,South,Urban,Democrat,Dem/Lean Dem,Moderate,3,,4.0,5,2,1,1,1,5,1,4,1,3,3,,,,,1.0,3.0,2.0,3.0,2,1,5,5,6,1,1,,,,,,,1.0,3.0,3.0,2.0,2.0,3.0
201901064979,1,2,Male,65+,Hispanic,White,Yes,Some College,"Less than $30,000",Lower income,Never been married,Roman Catholic,Catholic,A few times a year,South,Rural,Independent,No lean,Very liberal,3,3.0,,3,4,1,2,1,3,1,3,1,1,1,1.0,1.0,1.0,2.0,,,,,1,1,4,3,5,3,3,,,,,,,2.0,3.0,3.0,3.0,2.0,1.0
201901065041,2,2,Male,30-49,Hispanic,Or some other race,Yes,College graduate+,"$70,000–$79,999",Middle income,Married,99,99,Once a week,South,Urban,Independent,Dem/Lean Dem,Moderate,1,,2.0,3,3,1,2,2,2,2,4,3,4,1,,,,,2.0,3.0,2.0,3.0,2,3,5,1,6,1,2,,,,,,,3.0,3.0,3.0,1.0,3.0,3.0
201901065260,2,2,Female,30-49,Hispanic,White,Yes,Some College,"$100,000 or more",Middle income,Married,Nothing in particular,Unaffiliated,Never,South,Urban,Independent,Rep/Lean Rep,Moderate,1,,3.0,3,4,1,2,1,5,3,3,5,4,1,,,,,1.0,2.0,1.0,1.0,1,2,3,1,2,1,1,3.0,2.0,3.0,3.0,3.0,1.0,,,,,,
201901065608,2,3,Female,50-64,Hispanic,Black or African-American,Yes,H.S. graduate or less,"Less than $30,000",Lower income,Divorced,Roman Catholic,Catholic,Once a week,Northeast,Urban,Democrat,Dem/Lean Dem,Liberal,3,5.0,,5,5,1,2,3,5,1,6,1,3,1,1.0,1.0,2.0,1.0,,,,,1,1,5,5,6,3,1,,,,,,,1.0,1.0,1.0,2.0,3.0,3.0
201901065778,2,2,Male,30-49,Hispanic,99,Yes,College graduate+,"$90,000–$99,999",Middle income,Married,Roman Catholic,Catholic,A few times a year,Northeast,Urban,99,No lean,99,3,2.0,,1,2,1,1,1,5,1,6,1,1,1,1.0,3.0,2.0,3.0,,,,,4,3,5,5,6,3,3,,,,,,,2.0,2.0,3.0,3.0,3.0,3.0
201901066121,2,1,Male,65+,Hispanic,White,Yes,Some College,"$30,000–$39,999",Lower income,Married,Protestant,Protestant,More than once a week,South,Urban,Republican,Rep/Lean Rep,Moderate,1,,4.0,5,5,2,1,2,3,6,3,6,3,1,,,,,1.0,2.0,1.0,1.0,7,3,4,5,6,1,1,,,,,,,3.0,3.0,3.0,3.0,3.0,3.0
201901066154,1,2,Female,65+,Hispanic,Mixed Race,Yes,College graduate+,"Less than $30,000",Lower income,Divorced,Other,Other,Once a week,South,Urban,Independent,No lean,Conservative,3,,2.0,5,2,1,2,1,3,1,2,6,2,1,,,,,1.0,3.0,3.0,3.0,2,1,3,4,3,1,3,3.0,2.0,2.0,3.0,3.0,3.0,,,,,,
201901066366,2,2,Female,50-64,Hispanic,Mixed Race,Yes,Some College,"$70,000–$79,999",Middle income,Divorced,Roman Catholic,Catholic,Seldom,South,Urban,Democrat,Dem/Lean Dem,Moderate,3,,2.0,1,5,1,1,1,2,1,5,1,5,1,,,,,1.0,2.0,1.0,1.0,2,1,2,1,6,3,3,3.0,1.0,1.0,1.0,3.0,3.0,,,,,,
201901066517,2,2,Male,50-64,Hispanic,White,Yes,H.S. graduate or less,"$100,000 or more",Middle income,Married,Roman Catholic,Catholic,Once or twice a month,Midwest,Suburban,Republican,Rep/Lean Rep,Conservative,1,3.0,,5,5,1,2,2,5,2,5,2,2,2,1.0,2.0,3.0,1.0,,,,,2,1,3,3,1,3,1,2.0,1.0,1.0,1.0,2.0,2.0,,,,,,
201901067063,2,2,Male,50-64,Hispanic,Or some other race,Yes,Some College,"$40,000–$49,999",Lower income,Married,Nothing in particular,Unaffiliated,Seldom,West,Suburban,Democrat,Dem/Lean Dem,Conservative,1,3.0,,5,5,1,2,3,4,5,5,5,5,5,1.0,3.0,3.0,2.0,,,,,6,1,4,2,5,3,1,,,,,,,3.0,3.0,3.0,3.0,3.0,2.0
201901067135,2,2,Male,18-29,Hispanic,Or some other race,Yes,Some College,"$50,000–$59,999",Lower income,Never been married,Nothing in particular,Unaffiliated,Never,South,Urban,Independent,Rep/Lean Rep,Moderate,3,,2.0,3,5,1,1,1,5,2,4,4,2,1,,,,,1.0,3.0,3.0,2.0,1,1,5,5,6,5,3,,,,,,,1.0,1.0,3.0,3.0,3.0,3.0
201901067209,1,2,Female,18-29,Hispanic,99,Yes,H.S. graduate or less,"$50,000–$59,999",99,Never been married,Nothing in particular,Unaffiliated,Never,South,Suburban,Something else,No lean,Moderate,2,3.0,,3,3,1,2,1,2,4,4,4,3,3,1.0,1.0,2.0,2.0,,,,,3,2,2,3,2,3,2,3.0,1.0,3.0,1.0,2.0,2.0,,,,,,
201901067257,1,2,Male,50-64,Hispanic,White,Yes,H.S. graduate or less,"$70,000–$79,999",Middle income,Married,Roman Catholic,Catholic,Once or twice a month,West,Rural,Republican,Rep/Lean Rep,Conservative,1,,3.0,3,5,1,2,1,5,1,3,5,4,1,,,,,1.0,3.0,3.0,3.0,2,1,5,3,5,6,3,,,,,,,3.0,3.0,3.0,3.0,3.0,3.0
201901067310,2,2,Male,50-64,Hispanic,White,Yes,College graduate+,"$80,000–$89,999",Middle income,Married,Roman Catholic,Catholic,A few times a year,South,Urban,Republican,Rep/Lean Rep,Conservative,1,3.0,,5,5,1,2,1,3,1,3,1,3,1,1.0,3.0,2.0,1.0,,,,,1,2,1,4,1,1,3,2.0,1.0,2.0,1.0,3.0,2.0,,,,,,
201901067319,2,2,Female,65+,Hispanic,White,Yes,College graduate+,"$70,000–$79,999",Middle income,Married,Roman Catholic,Catholic,Seldom,South,Urban,Independent,Dem/Lean Dem,Moderate,1,,3.0,2,5,3,2,1,3,1,4,4,4,4,,,,,2.0,2.0,1.0,3.0,1,3,2,2,4,1,1,3.0,3.0,3.0,1.0,3.0,3.0,,,,,,
201901067440,1,2,Male,50-64,Hispanic,White,Yes,Some College,"$60,000–$69,999",Middle income,Married,Protestant,Protestant,Once a week,South,Urban,Republican,Rep/Lean Rep,Conservative,1,4.0,,5,5,1,1,1,5,6,2,6,6,1,1.0,2.0,3.0,2.0,,,,,2,1,3,2,5,1,1,3.0,1.0,2.0,1.0,3.0,3.0,,,,,,
201901067493,2,2,Female,30-49,Hispanic,White,Yes,College graduate+,"Less than $30,000",Lower income,Living with a partner,Roman Catholic,Catholic,Once or twice a month,South,Urban,Democrat,Dem/Lean Dem,Moderate,3,,2.0,3,5,3,2,1,1,4,3,6,6,3,,,,,1.0,2.0,1.0,3.0,1,1,4,1,6,1,3,,,,,,,1.0,3.0,3.0,2.0,3.0,3.0
201901067718,2,2,Female,30-49,Hispanic,White,Yes,College graduate+,"$50,000–$59,999",Middle income,Married,Nothing in particular,Unaffiliated,Seldom,South,Urban,Something else,Dem/Lean Dem,Liberal,3,,4.0,4,5,1,1,2,5,3,4,4,4,1,,,,,1.0,1.0,1.0,1.0,2,1,4,1,5,5,1,,,,,,,1.0,3.0,3.0,2.0,2.0,2.0
201901067808,2,2,Female,50-64,Hispanic,Or some other race,Yes,H.S. graduate or less,"$40,000–$49,999",Middle income,Married,Roman Catholic,Catholic,Seldom,West,Urban,Democrat,Dem/Lean Dem,Moderate,3,2.0,,5,5,1,2,2,2,6,6,6,6,6,1.0,3.0,3.0,2.0,,,,,2,2,5,5,5,3,1,,,,,,,1.0,1.0,2.0,1.0,3.0,1.0
201901067878,2,2,Female,50-64,Hispanic,White,Yes,Some College,"$60,000–$69,999",Lower income,Married,Nothing in particular,Unaffiliated,Seldom,South,Urban,Independent,Rep/Lean Rep,Liberal,3,,2.0,3,3,1,1,1,5,1,2,3,6,1,,,,,1.0,3.0,1.0,3.0,2,1,2,1,2,3,1,3.0,1.0,1.0,3.0,3.0,3.0,,,,,,
201901068003,2,1,Male,50-64,Hispanic,White,Yes,College graduate+,"$100,000 or more",Upper income,Married,Agnostic,Unaffiliated,Seldom,South,Urban,Independent,Dem/Lean Dem,Moderate,3,2.0,,5,5,1,2,1,4,1,2,4,2,1,1.0,3.0,1.0,3.0,,,,,2,3,3,2,1,3,1,1.0,2.0,3.0,1.0,3.0,1.0,,,,,,
